Status,Guidance,Ship Name,Manufacturer,Primary Category,Subcategories,Career,Role,Crew Min,Crew Max,"Crew
Compliment",Commander,Pilot,Copilot,Chief Engineer,Engineering Assistant,Primary Turret Gunner,Turret Gunner,Remote Turret Gunner,Marine Lead,Marine Rifleman,Marine Medic,Mining/Salvage/Refueling: Operator,Cargo Logistics,Scanning Operator,Torpedo Operator,Hangar Operations,Doctor (Infirmary),Source Hints,Variants,Notes,Filter Ship Name,Filter Manufacturer,Filter Primary Category,Filter Subcategories,Filter Career,Filter Role,Filter Use Ship?,Filter Review Status,Filter Guidance,Filter Variants,Ship Block,Filter Crew Min,Filter Crew Max
,Small: verify added positions.,Reliant Kore,Musashi Industrial & Starflight Concern,small,cargo_transport,Transporter,Starter / Light Freight,,,Full,,1,,,,,,,,,,,,,,,,,Reliant Kore,,,,,,,,,,,,,,
,Small: verify added positions.,Reliant Mako,Musashi Industrial & Starflight Concern,small,,Support,Reporting,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Reliant Mako,,,,,,,,,,,,,,
,Small: verify added positions.,Reliant Mako,Musashi Industrial & Starflight Concern,small,,Support,Reporting,,,Standard,,1,,,,,,,,,,,,,,,,,Reliant Mako,,,,,,,,,,,,,,
,Small: verify added positions.,Reliant Mako,Musashi Industrial & Starflight Concern,small,,Support,Reporting,,,Full,,1,,,,,,,,,,,,,,,,,Reliant Mako,,,,,,,,,,,,,,
,Small: verify added positions.,Reliant Sen,Musashi Industrial & Starflight Concern,small,exploration,Industrial,Light Science,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: exploration,Reliant Sen,,,,,,,,,,,,,,
,Small: verify added positions.,Reliant Sen,Musashi Industrial & Starflight Concern,small,exploration,Industrial,Light Science,,,Standard,,1,,,,,,,,,,,,,,,,,Reliant Sen,,,,,,,,,,,,,,
,Small: verify added positions.,Reliant Sen,Musashi Industrial & Starflight Concern,small,exploration,Industrial,Light Science,,,Full,,1,,,,,,,,,,,,1,,,,,Reliant Sen,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Reliant Tana,Musashi Industrial & Starflight Concern,light_fighter,,Combat,Light Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 1 SCU cargo,Reliant Tana,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Reliant Tana,Musashi Industrial & Starflight Concern,light_fighter,,Combat,Light Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,Reliant Tana,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Reliant Tana,Musashi Industrial & Starflight Concern,light_fighter,,Combat,Light Fighter,,,Full,,1,,,,,,,,,,,,,,,,,Reliant Tana,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Retaliator,Aegis Dynamics,large,"bomber, torpedo",Combat,Modular,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; 5 manned turret source hints; Tags: bomber, torpedo",Retaliator,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Retaliator,Aegis Dynamics,large,"bomber, torpedo",Combat,Modular,,,Standard,,1,,,,,1,,,,,,,,,,,,Retaliator,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Retaliator,Aegis Dynamics,large,"bomber, torpedo",Combat,Modular,,,Full,,1,,,,,5,,,,,,,,,,,,Retaliator,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,ROC,Greycat Industrial,ground_vehicle,mining,Industrial,Light Mining,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: mining,ROC,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,ROC,Greycat Industrial,ground_vehicle,mining,Industrial,Light Mining,,,Standard,,1,,,,,,,,,,,,,,,,,ROC,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,ROC,Greycat Industrial,ground_vehicle,mining,Industrial,Light Mining,,,Full,,1,,,,,,,,,,,,,,,,,ROC,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,ROC-DS,Greycat Industrial,ground_vehicle,mining,Industrial,Light Mining,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 2-2; Tags: mining,ROC-DS,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,ROC-DS,Greycat Industrial,ground_vehicle,mining,Industrial,Light Mining,,,Standard,,1,,,,,,,,,,1,,,,,,,ROC-DS,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,ROC-DS,Greycat Industrial,ground_vehicle,mining,Industrial,Light Mining,,,Full,,1,,,,,,,,,,1,,,,,,,ROC-DS,,,,,,,,,,,,,,
,Small: verify added positions.,Sabre,Aegis Dynamics,small,stealth,Combat,Stealth Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: stealth,Sabre,,,,,,,,,,,,,,
,Small: verify added positions.,Sabre,Aegis Dynamics,small,stealth,Combat,Stealth Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,Sabre,,,,,,,,,,,,,,
,Small: verify added positions.,Sabre,Aegis Dynamics,small,stealth,Combat,Stealth Fighter,,,Full,,1,,,,,,,,,,,,,,,,,Sabre,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Sabre Comet,Aegis Dynamics,medium_fighter,stealth,Combat,Stealth Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: stealth,Sabre Comet,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Sabre Comet,Aegis Dynamics,medium_fighter,stealth,Combat,Stealth Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,Sabre Comet,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Sabre Comet,Aegis Dynamics,medium_fighter,stealth,Combat,Stealth Fighter,,,Full,,1,,,,,,,,,,,,,,,,,Sabre Comet,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Sabre Firebird,Aegis Dynamics,medium_fighter,stealth,Combat,Stealth Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: stealth,"Sabre Firebird, Sabre Firebird Wikelo War Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Sabre Firebird,Aegis Dynamics,medium_fighter,stealth,Combat,Stealth Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,"Sabre Firebird, Sabre Firebird Wikelo War Special",,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Sabre Firebird,Aegis Dynamics,medium_fighter,stealth,Combat,Stealth Fighter,,,Full,,1,,,,,,,,,,,,,,,,,"Sabre Firebird, Sabre Firebird Wikelo War Special",,,,,,,,,,,,,,
,Small: verify added positions.,Sabre Peregrine,Aegis Dynamics,small,,Competition,Racing,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,"Sabre Peregrine, Sabre Peregrine Wikelo Speedy Special",,,,,,,,,,,,,,
,Small: verify added positions.,Sabre Peregrine,Aegis Dynamics,small,,Competition,Racing,,,Standard,,1,,,,,,,,,,,,,,,,,"Sabre Peregrine, Sabre Peregrine Wikelo Speedy Special",,,,,,,,,,,,,,
,Small: verify added positions.,Sabre Peregrine,Aegis Dynamics,small,,Competition,Racing,,,Full,,1,,,,,,,,,,,,,,,,,"Sabre Peregrine, Sabre Peregrine Wikelo Speedy Special",,,,,,,,,,,,,,
,Small: verify added positions.,Sabre Raven,Aegis Dynamics,small,interdiction,Combat,Interdiction,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: interdiction,Sabre Raven,,,,,,,,,,,,,,
,Small: verify added positions.,Sabre Raven,Aegis Dynamics,small,interdiction,Combat,Interdiction,,,Standard,,1,,,,,,,,,,,,,,,,,Sabre Raven,,,,,,,,,,,,,,
,Small: verify added positions.,Sabre Raven,Aegis Dynamics,small,interdiction,Combat,Interdiction,,,Full,,1,,,,,,,,,,,,,,,,,Sabre Raven,,,,,,,,,,,,,,
,Small: verify added positions.,Salvation,Roberts Space Industries,small,salvage,Industrial,Starter / Light Salvage,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 6 SCU cargo; Tags: salvage,Salvation,,,,,,,,,,,,,,
,Small: verify added positions.,Salvation,Roberts Space Industries,small,salvage,Industrial,Starter / Light Salvage,,,Standard,,1,,,,,,,,,,,,,,,,,Salvation,,,,,,,,,,,,,,
,Small: verify added positions.,Salvation,Roberts Space Industries,small,salvage,Industrial,Starter / Light Salvage,,,Full,,1,,,,,,,,,,,,,,,,,Salvation,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,San'tok.yāi,Aopoa,medium_fighter,,Combat,Medium Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,San'tok.yāi,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,San'tok.yāi,Aopoa,medium_fighter,,Combat,Medium Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,San'tok.yāi,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,San'tok.yāi,Aopoa,medium_fighter,,Combat,Medium Fighter,,,Full,,1,,,,,,,,,,,,,,,,,San'tok.yāi,,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Scorpius,Roberts Space Industries,heavy_fighter,,Combat,Heavy Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 2-2; 1 remote turret source hints,"Scorpius, Scorpius Wikelo Sneak Special",,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Scorpius,Roberts Space Industries,heavy_fighter,,Combat,Heavy Fighter,,,Standard,,1,,,,,1,,,,,,,,,,,,"Scorpius, Scorpius Wikelo Sneak Special",,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Scorpius,Roberts Space Industries,heavy_fighter,,Combat,Heavy Fighter,,,Full,,1,,,,,1,,,,,,,,,,,,"Scorpius, Scorpius Wikelo Sneak Special",,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Scorpius Antares,Roberts Space Industries,heavy_fighter,,Combat,Heavy Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 2-2; 2 remote turret source hints,Scorpius Antares,,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Scorpius Antares,Roberts Space Industries,heavy_fighter,,Combat,Heavy Fighter,,,Standard,,1,1,,,,,,,,,,,,,,,,Scorpius Antares,,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Scorpius Antares,Roberts Space Industries,heavy_fighter,,Combat,Heavy Fighter,,,Full,,1,1,,,,,,,,,,,,,,,,Scorpius Antares,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Scythe,Esperia,medium_fighter,,Combat,Medium Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Vanduul Scythe,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Scythe,Esperia,medium_fighter,,Combat,Medium Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,Vanduul Scythe,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Scythe,Esperia,medium_fighter,,Combat,Medium Fighter,,,Full,,1,,,,,,,,,,,,,,,,,Vanduul Scythe,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Shiv,Grey's Market,heavy_fighter,,Combat,Heavy Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 2-2; 32 SCU cargo,Shiv,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Shiv,Grey's Market,heavy_fighter,,Combat,Heavy Fighter,,,Standard,,1,,,,,1,,,,,,,,,,,,Shiv,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Shiv,Grey's Market,heavy_fighter,,Combat,Heavy Fighter,,,Full,,1,,,,,1,,,,,,,,,,,,Shiv,,,,,,,,,,,,,,
,Ground: likely pilot + turret; positions preserved.,Spartan,Anvil Aerospace,ground_vehicle,cargo_transport,Combat,Passenger,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 1 remote turret source hints; Tags: cargo_transport,Spartan,,,,,,,,,,,,,,
,Ground: likely pilot + turret; positions preserved.,Spartan,Anvil Aerospace,ground_vehicle,cargo_transport,Combat,Passenger,,,Standard,,1,,,,,,,,,,,,,,,,,Spartan,,,,,,,,,,,,,,
,Ground: likely pilot + turret; positions preserved.,Spartan,Anvil Aerospace,ground_vehicle,cargo_transport,Combat,Passenger,,,Full,,1,,,,,,1,,,,,,,,,,,Spartan,,,,,,,,,,,,,,
,Small: verify added positions.,SRV,Argo Astronautics,small,"cargo_transport, tractor_beam",Support,Recovery,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; 12 SCU cargo; Tags: cargo_transport, tractor_beam",SRV,,,,,,,,,,,,,,
,Small: verify added positions.,SRV,Argo Astronautics,small,"cargo_transport, tractor_beam",Support,Recovery,,,Standard,,1,,,,,,,,,,,,,,,,,SRV,,,,,,,,,,,,,,
,Small: verify added positions.,SRV,Argo Astronautics,small,"cargo_transport, tractor_beam",Support,Recovery,,,Full,,1,,,,,,,,,,,,,,,,,SRV,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Starfarer,Musashi Industrial & Starflight Concern,large,"refuel, cargo_transport",Support,Heavy Refueling,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; 3 manned turret source hints; 291 SCU cargo; Tags: refuel, cargo_transport",Starfarer,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Starfarer,Musashi Industrial & Starflight Concern,large,"refuel, cargo_transport",Support,Heavy Refueling,,,Standard,,1,,,,,,,,,,1,,,,,,,Starfarer,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Starfarer,Musashi Industrial & Starflight Concern,large,"refuel, cargo_transport",Support,Heavy Refueling,,,Full,,1,,,,,2,1,,,,1,1,,,,,,Starfarer,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Starfarer Gemini,Musashi Industrial & Starflight Concern,large,"refuel, cargo_transport",Support,Heavy Refueling,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 2-2; 3 manned turret source hints; 291 SCU cargo; Tags: refuel, cargo_transport",Starfarer Gemini,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Starfarer Gemini,Musashi Industrial & Starflight Concern,large,"refuel, cargo_transport",Support,Heavy Refueling,,,Standard,,1,,,,,1,,,,,1,,,,,,,Starfarer Gemini,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Starfarer Gemini,Musashi Industrial & Starflight Concern,large,"refuel, cargo_transport",Support,Heavy Refueling,,,Full,,1,,,,,3,1,,,,1,1,,,,,,Starfarer Gemini,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Starlancer MAX,Musashi Industrial & Starflight Concern,medium,cargo_transport,Transporter,Medium Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 2 remote turret source hints; 224 SCU cargo; Tags: cargo_transport,"Starlancer MAX, Starlancer MAX Wikelo Work Special",,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Starlancer MAX,Musashi Industrial & Starflight Concern,medium,cargo_transport,Transporter,Medium Freight,,,Standard,,1,,,,,,,,,,,,,,,,,"Starlancer MAX, Starlancer MAX Wikelo Work Special",,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Starlancer MAX,Musashi Industrial & Starflight Concern,medium,cargo_transport,Transporter,Medium Freight,,,Full,,1,,1,,,,2,,,,,1,,,,,,"Starlancer MAX, Starlancer MAX Wikelo Work Special",,,,,,,,,,,,,,
Needs Review,Fighter: review turret; positions preserved.,Starlancer TAC,Musashi Industrial & Starflight Concern,snub_fighter,,Combat,Gunship,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 4 manned turret source hints; 3 remote turret source hints; 96 SCU cargo; Medical tier T3,"Starlancer TAC, Starlancer TAC Wikelo War Special",,,,,,,,,,,,,,
Needs Review,Fighter: review turret; positions preserved.,Starlancer TAC,Musashi Industrial & Starflight Concern,snub_fighter,,Combat,Gunship,,,Standard,,1,,,,,2,,,,,,,,,,,,"Starlancer TAC, Starlancer TAC Wikelo War Special",,,,,,,,,,,,,,
Needs Review,Fighter: review turret; positions preserved.,Starlancer TAC,Musashi Industrial & Starflight Concern,snub_fighter,,Combat,Gunship,,,Full,,1,,1,,,2,3,,,,,,,,,1,,"Starlancer TAC, Starlancer TAC Wikelo War Special",,,,,,,,,,,,,,
,Small: verify added positions.,Starlite,Musashi Industrial & Starflight Concern,small,refuel,Support,Light Refueling,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: refuel,Starlite,,,,,,,,,,,,,,
,Small: verify added positions.,Starlite,Musashi Industrial & Starflight Concern,small,refuel,Support,Light Refueling,,,Standard,,1,,,,,,,,,,,,,,,,,Starlite,,,,,,,,,,,,,,
,Small: verify added positions.,Starlite,Musashi Industrial & Starflight Concern,small,refuel,Support,Light Refueling,,,Full,,1,,,,,,,,,,,,,,,,,Starlite,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Stinger,Esperia ,heavy_fighter,,Combat,Heavy Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Esperia Stinger,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Stinger,Esperia ,heavy_fighter,,Combat,Heavy Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,Esperia Stinger,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Stinger,Esperia ,heavy_fighter,,Combat,Heavy Fighter,,,Full,,1,,,,,,,,,,,,,,,,,Esperia Stinger,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Storm,Tumbril Land Systems,ground_vehicle,,Combat,Light Tank,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Storm,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Storm,Tumbril Land Systems,ground_vehicle,,Combat,Light Tank,,,Standard,,1,,,,,,,,,,,,,,,,,Storm,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Storm,Tumbril Land Systems,ground_vehicle,,Combat,Light Tank,,,Full,,1,,,,,,,,,,,,,,,,,Storm,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Storm AA,Tumbril Land Systems,ground_vehicle,,Combat,Light Tank,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Storm AA,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Storm AA,Tumbril Land Systems,ground_vehicle,,Combat,Light Tank,,,Standard,,1,,,,,,,,,,,,,,,,,Storm AA,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Storm AA,Tumbril Land Systems,ground_vehicle,,Combat,Light Tank,,,Full,,1,,,,,,,,,,,,,,,,,Storm AA,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,STV,Greycat Industrial,ground_vehicle,cargo_transport,Transporter,Passenger,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 2-2; Tags: cargo_transport,STV,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,STV,Greycat Industrial,ground_vehicle,cargo_transport,Transporter,Passenger,,,Standard,,1,,,,,,,,,,,,,,,,,STV,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,STV,Greycat Industrial,ground_vehicle,cargo_transport,Transporter,Passenger,,,Full,,1,,,,,,,,,,,,,,,,,STV,,,,,,,,,,,,,,
,Small: verify added positions.,Syulen,Gatac Manufacture,small,"cargo_transport, exploration",Multi-Role,Starter / Pathfinder,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; 6 SCU cargo; Tags: cargo_transport, exploration",Syulen,,,,,,,,,,,,,,
,Small: verify added positions.,Syulen,Gatac Manufacture,small,"cargo_transport, exploration",Multi-Role,Starter / Pathfinder,,,Standard,,1,,,,,,,,,,,,,,,,,Syulen,,,,,,,,,,,,,,
,Small: verify added positions.,Syulen,Gatac Manufacture,small,"cargo_transport, exploration",Multi-Role,Starter / Pathfinder,,,Full,,1,,,,,,,,,,,,,,,,,Syulen,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Talon,Esperia,light_fighter,,Combat,Light Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Talon,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Talon,Esperia,light_fighter,,Combat,Light Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,Talon,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Talon,Esperia,light_fighter,,Combat,Light Fighter,,,Full,,1,,,,,,,,,,,,,,,,,Talon,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Talon Shrike,Esperia,light_fighter,,Combat,Light Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,Talon Shrike,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Talon Shrike,Esperia,light_fighter,,Combat,Light Fighter,,,Standard,,1,,,,,,,,,,,,,,,,,Talon Shrike,,,,,,,,,,,,,,
,Fighter: likely pilot-only; positions preserved.,Talon Shrike,Esperia,light_fighter,,Combat,Light Fighter,,,Full,,1,,,,,,,,,,,,,,,,,Talon Shrike,,,,,,,,,,,,,,
,Small: verify added positions.,Terrapin,Anvil Aerospace,small,"scanning, exploration",Support,Pathfinder,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; Tags: scanning, exploration",Terrapin,,,,,,,,,,,,,,
,Small: verify added positions.,Terrapin,Anvil Aerospace,small,"scanning, exploration",Support,Pathfinder,,,Standard,,1,,,,,,,,,,,,,,,,,Terrapin,,,,,,,,,,,,,,
,Small: verify added positions.,Terrapin,Anvil Aerospace,small,"scanning, exploration",Support,Pathfinder,,,Full,,1,,,,,,,,,,,,1,,,,,Terrapin,,,,,,,,,,,,,,
,Small: verify added positions.,Terrapin Medic,Anvil Aerospace,small,medical,Support,Medical,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Medical tier T2; Tags: medical,"Terrapin Medic, Terrapin Medic Wikelo Savior Special",,,,,,,,,,,,,,
,Small: verify added positions.,Terrapin Medic,Anvil Aerospace,small,medical,Support,Medical,,,Standard,,1,,,,,,,,,,,,,,,,,"Terrapin Medic, Terrapin Medic Wikelo Savior Special",,,,,,,,,,,,,,
,Small: verify added positions.,Terrapin Medic,Anvil Aerospace,small,medical,Support,Medical,,,Full,,1,,,,,,,,,,,,,,,,,"Terrapin Medic, Terrapin Medic Wikelo Savior Special",,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Tiburon,Aegis Dynamics,large,Anti-Large & Sub-Capital,Combat,Heavy Gunship,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 8-8; 1 manned turret source hints; 64 SCU cargo,Tiburon,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Tiburon,Aegis Dynamics,large,Anti-Large & Sub-Capital,Combat,Heavy Gunship,,,Standard,,1,,,,,,2,,,,,,,,,,,Tiburon,,,,,,,,,,,,,,
Needs Review,Multi-crew: review preserved positions.,Tiburon,Aegis Dynamics,large,Anti-Large & Sub-Capital,Combat,Heavy Gunship,,,Full,,1,,1,1,,1,4,,,,,,,,,,,Tiburon,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Ursa,Roberts Space Industries,ground_vehicle,exploration,Exploration,Pathfinder,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 2-2; Tags: exploration,Ursa,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Ursa,Roberts Space Industries,ground_vehicle,exploration,Exploration,Pathfinder,,,Standard,,1,,,,,,,,,,,,,,,,,Ursa,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Ursa,Roberts Space Industries,ground_vehicle,exploration,Exploration,Pathfinder,,,Full,,1,,,,,,,,,,,,,,,,,Ursa,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Ursa Fortuna,Roberts Space Industries,ground_vehicle,exploration,Exploration,Pathfinder,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 2-2; Tags: exploration,Ursa Fortuna,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Ursa Fortuna,Roberts Space Industries,ground_vehicle,exploration,Exploration,Pathfinder,,,Standard,,1,,,,,,,,,,,,,,,,,Ursa Fortuna,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Ursa Fortuna,Roberts Space Industries,ground_vehicle,exploration,Exploration,Pathfinder,,,Full,,1,,,,,,,,,,,,,,,,,Ursa Fortuna,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Ursa Medivac,Roberts Space Industries,ground_vehicle,medical,Support,Medical,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 2-2; Medical tier T3; Tags: medical,"Ursa Medivac, Ursa Medivac Wikelo Special",,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Ursa Medivac,Roberts Space Industries,ground_vehicle,medical,Support,Medical,,,Standard,,1,,,,,,,,,,,,,,,,,"Ursa Medivac, Ursa Medivac Wikelo Special",,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,Ursa Medivac,Roberts Space Industries,ground_vehicle,medical,Support,Medical,,,Full,,1,,,,,,,,,,,,,,,,,"Ursa Medivac, Ursa Medivac Wikelo Special",,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,UTV,Greycat Industrial,ground_vehicle,cargo_transport,Transporter,Passenger,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 2-2; 1 SCU cargo; Tags: cargo_transport,UTV,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,UTV,Greycat Industrial,ground_vehicle,cargo_transport,Transporter,Passenger,,,Standard,,1,,,,,,,,,,,,,,,,,UTV,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,UTV,Greycat Industrial,ground_vehicle,cargo_transport,Transporter,Passenger,,,Full,,1,,,,,,,,,,,,,,,,,UTV,,,,,,,,,,,,,,
Needs Review,Small: verify added positions.,Valkyrie,Anvil Aerospace,small,"troop_transport, cargo_transport",Combat,Dropship,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; 4 manned turret source hints; 90 SCU cargo; Tags: troop_transport, cargo_transport","Valkyrie, Valkyrie",,,,,,,,,,,,,,
Needs Review,Small: verify added positions.,Valkyrie,Anvil Aerospace,small,"troop_transport, cargo_transport",Combat,Dropship,,,Standard,,1,,,,1,,,,,,,,,,,,,"Valkyrie, Valkyrie",,,,,,,,,,,,,,
Needs Review,Small: verify added positions.,Valkyrie,Anvil Aerospace,small,"troop_transport, cargo_transport",Combat,Dropship,,,Full,,1,,,,1,2,2,1,6,1,,,,,,,,"Valkyrie, Valkyrie",,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Vanguard Harbinger,Aegis Dynamics,heavy_fighter,"bomber, carrier",Combat,Heavy Fighter / Bomber,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; 1 manned turret source hints; Tags: bomber, carrier",Vanguard Harbinger,,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Vanguard Harbinger,Aegis Dynamics,heavy_fighter,"bomber, carrier",Combat,Heavy Fighter / Bomber,,,Standard,,1,,,,,1,,,,,,,,,,,,Vanguard Harbinger,,,,,,,,,,,,,,
